timestamp,id_medicion,temperatura_C,humedad_relativa_pct,CO2_ppm,PM1_ug_m3,PM2_5_ug_m3,PM4_ug_m3,PM10_ug_m3,latitude,longitude,elevation,status
2026-01-27T15:18:48+00:00,2348,19.33458,69.08087,532.0,1.172618,1.592644,1.895846,2.037739,,,,
2026-01-27T15:19:10+00:00,2349,19.33458,69.11139,531.0,1.250724,1.690669,2.007137,2.155239,,,,
2026-01-27T15:19:33+00:00,2350,19.33458,69.13428,529.0,1.47721,2.001597,2.379477,2.556318,,,,
2026-01-27T15:19:55+00:00,2351,19.33458,69.16479,530.0,1.124988,1.539217,1.839787,1.980449,,,,
2026-01-27T15:20:18+00:00,2352,19.33458,69.16479,533.0,1.158617,1.577333,1.880099,2.021788,,,,
2026-01-27T15:20:47+00:00,2353,19.33458,69.13428,533.0,1.633997,2.212682,2.629501,2.824564,,,,
2026-01-27T15:21:09+00:00,2354,19.33458,69.13428,527.0,1.167712,1.585369,1.886775,2.027827,,,,
2026-01-27T15:21:32+00:00,2355,19.33458,69.11139,524.0,1.117781,1.512661,1.796949,1.929992,,,,
2026-01-27T15:21:54+00:00,2356,19.34531,69.08087,524.0,1.162809,1.563049,1.849722,1.98388,,,,
2026-01-27T15:22:17+00:00,2357,19.33458,69.08087,531.0,0.953588,1.280321,1.51413,1.623549,,,,
2026-01-27T15:22:39+00:00,2358,19.35603,68.97406,526.0,1.22608,1.640123,1.935539,2.073788,,,,
2026-01-27T15:23:02+00:00,2359,19.42038,68.81384,526.0,1.023948,1.372936,1.622404,1.739151,,,,
2026-01-27T15:23:24+00:00,2360,19.44183,68.86725,525.0,1.279538,1.72533,2.045401,2.195189,,,,
2026-01-27T15:23:47+00:00,2361,19.46328,68.83673,524.0,1.305592,1.752195,2.071676,2.221188,,,,
2026-01-27T15:24:09+00:00,2362,19.49545,68.76044,527.0,1.251948,1.672288,1.97184,2.112025,,,,
2026-01-27T15:24:32+00:00,2363,19.50618,68.72992,526.0,1.338792,1.778323,2.090085,2.235983,,,,
2026-01-27T15:24:54+00:00,2364,19.52763,68.5697,527.0,0.9339109,1.234845,1.447444,1.546937,,,,
2026-01-27T15:25:17+00:00,2365,19.53835,68.62311,523.0,1.532534,2.048042,2.415556,2.587546,,,,
2026-01-27T15:25:39+00:00,2366,19.52763,68.67651,524.0,1.296442,1.739954,2.057231,2.205711,,,,
2026-01-27T15:26:02+00:00,2367,19.51691,68.62311,524.0,1.211673,1.622943,1.916686,2.054152,,,,
2026-01-27T15:26:24+00:00,2368,19.51691,68.62311,525.0,1.550309,2.08791,2.473541,2.654009,,,,
2026-01-27T15:26:47+00:00,2369,19.50618,68.5697,528.0,1.680999,2.293089,2.736308,2.943726,,,,
2026-01-27T15:27:09+00:00,2370,19.50618,68.5163,529.0,1.297422,1.777545,2.12625,2.289438,,,,
2026-01-27T15:27:31+00:00,2371,19.50618,68.53918,525.0,1.276045,1.754874,2.103522,2.266684,,,,
2026-01-27T15:27:54+00:00,2372,19.50618,68.5163,523.0,1.240519,1.713558,2.058984,2.220637,,,,
2026-01-27T15:28:16+00:00,2373,19.50618,68.46289,522.0,1.389475,1.932718,2.331147,2.517605,,,,
2026-01-27T15:28:39+00:00,2374,19.50618,68.46289,520.0,1.213067,1.69397,2.047513,2.212966,,,,
2026-01-27T15:29:01+00:00,2375,19.50618,68.46289,516.0,1.237814,1.738191,2.107255,2.279971,,,,
2026-01-27T15:29:25+00:00,2376,19.50618,68.46289,518.0,0.9263578,1.291401,1.559494,1.684958,,,,
2026-01-27T15:29:52+00:00,2377,19.51691,68.46289,519.0,0.907752,1.260933,1.519746,1.640867,,,,
2026-01-27T15:30:14+00:00,2378,19.57053,68.40948,519.0,1.223698,1.691835,2.033876,2.193945,,,,
2026-01-27T15:30:37+00:00,2379,19.65633,68.44,520.0,1.051408,1.444105,1.729797,1.863496,,,,
2026-01-27T15:30:59+00:00,2380,19.65633,68.35608,523.0,1.606418,2.212856,2.654898,2.861767,,,,
2026-01-27T15:31:22+00:00,2381,19.76358,68.14246,518.0,1.437449,1.98265,2.380392,2.566528,,,,
2026-01-27T15:31:44+00:00,2382,19.83866,67.9212,518.0,1.372767,1.884172,2.256051,2.430084,,,,
2026-01-27T15:32:07+00:00,2383,19.90301,67.83728,516.0,1.35319,1.857443,2.224139,2.395747,,,,
2026-01-27T15:32:30+00:00,2384,19.96736,67.65417,511.0,1.326161,1.810339,2.161111,2.325267,,,,
2026-01-27T15:32:52+00:00,2385,20.02099,67.43292,512.0,1.212062,1.645618,1.958503,2.104927,,,,
2026-01-27T15:33:15+00:00,2386,20.08533,67.32611,511.0,1.143654,1.56716,1.874784,2.018746,,,,
2026-01-27T15:33:37+00:00,2387,20.14969,67.18878,511.0,1.163182,1.583878,1.888121,2.030501,,,,
2026-01-27T15:34:00+00:00,2388,20.20332,67.08197,513.0,0.9426744,1.287111,1.536681,1.653475,,,,
2026-01-27T15:34:22+00:00,2389,20.26766,66.97516,516.0,1.321112,1.819207,2.182195,2.352067,,,,
